Country Name,Country Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Lebanon,LBN,,2.841480017,2.552710056,,2.640949965,2.646189928,2.779759884,2.583570004,2.014790058,1.765709996,1.613309979,1.652519941,2.148089886,2.432450056,,,,,,,
Liberia,LBR,,,,,,,,,1.701660037,,,,1.777119994,1.734660029,2.279099941,,,2.76128006,2.584120035,,
Libya,LBY,,,,,,,,,,,,,,,,,,,,,
St. Lucia,LCA,,5.707330227,,3.534490108,3.436460018,4.238959789,4.696690083,,4.483530045,3.067660093,3.482899904,3.588239908,3.272989988,3.85984993,3.880690098,3.867729902,5.208280087,,3.331799984,,
Latin America & Caribbean,LCN,3.77583003,3.844680071,3.883855104,3.535049915,3.745604992,,3.792889953,3.855165124,4.639089823,5.325745106,4.670629978,4.410675049,,5.004640102,5.260620117,4.937005043,4.618155003,4.535510063,,,
Least developed countries: UN classification,LDC,2.593400002,2.682824969,2.636595011,,2.812619925,2.978379965,,,2.777280092,2.95720005,3.421319962,2.585034966,2.872040033,3.259230018,3.384880066,3.67008996,3.060230017,3.909319997,3.696439981,,
Low income,LIC,2.646094918,3.432719946,,,3.108380079,,,,2.741290092,,2.744709969,2.885689974,2.872040033,3.067680001,3.648070097,3.632339954,3.060230017,3.787309885,,,
Liechtenstein,LIE,,,,2.46013999,2.433330059,,2.053809881,1.921190023,2.048369884,,,2.556040049,,,,,,,,,
Sri Lanka,LKA,,,,,,,,,,2.055900097,1.717740059,1.808609962,1.496170044,1.621070027,1.932880044,2.22874999,3.449199915,2.799249887,2.124209881,,
Lower middle income,LMC,2.988375068,,3.180579901,3.176334977,3.171940088,3.512130022,3.549170017,,4.086350083,4.255384922,4.266144991,3.898499966,3.942765117,4.225885034,4.05024004,4.34394002,4.081150055,4.223134995,3.825899959,,
Low & middle income,LMY,3.469280005,3.668679953,3.300149918,3.458904982,3.345149994,3.52218008,3.733595014,3.60649991,3.926270008,4.098309994,3.795785069,3.754230022,3.690005064,3.763829947,4.035249949,4.078430176,3.825239897,4.073729992,,,
Lesotho,LSO,10.09154987,9.365050316,10.10044956,13.21957016,11.10900974,12.07966042,11.27128029,,12.08349991,,,,,,,,,7.963319778,6.985189915,,
Late-demographic dividend,LTE,3.853990078,3.894940019,4.093625069,4.207555056,4.079349995,3.93859005,3.891489983,4.291189909,4.334774971,4.796509981,4.900140047,4.60902977,4.609699965,4.878550053,4.89528513,4.705900192,4.639220238,4.535510063,,,
Lithuania,LTU,,5.840380192,5.79253006,5.108510017,5.169159889,4.873189926,4.820549965,4.590549946,4.83453989,5.577410221,5.312739849,5.127089977,4.769229889,4.609499931,4.49105978,4.22988987,4.003940105,3.812829971,,,
Luxembourg,LUX,,3.555799961,,,,,,,,,,,4.090410233,,4.007890224,3.918200016,,3.569590092,,,
Latvia,LVA,5.290649891,5.465030193,5.618460178,5.074510098,4.861130238,,4.71378994,4.656740189,5.395989895,5.55632019,5.072710037,4.932980061,6.582499981,6.980400085,5.27489996,5.314129829,4.712989807,4.397119999,,,
"Macao SAR, China",MAC,3.340869904,2.734019995,2.861999989,2.797640085,2.245640039,2.290649891,2.206389904,2.054519892,2.207920074,2.546469927,2.629499912,2.685189962,3.337359905,2.049860001,2.032059908,2.981699944,3.077909946,2.689889908,2.738699913,,
St. Martin (French part),MAF,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,,,,,,,,,5.342150211,5.260640144,,,,,,,,,,,
Monaco,MCO,1.255360007,,,,1.243860006,,,,,1.354590058,1.31735003,1.589890003,1.780040026,1.334400058,1.021950006,,1.370929956,1.457929969,,,
Moldova,MDA,4.486390114,4.846849918,5.497910023,5.424890041,6.771039963,7.162700176,7.498990059,8.293370247,8.237270355,9.509759903,7.592299938,7.136380196,6.983389854,,6.266019821,,5.608449936,5.618440151,5.439730167,,
Madagascar,MDG,2.438689947,2.70720005,2.231790066,2.610949993,2.812619925,3.309639931,2.830970049,2.902740002,2.554339886,2.825129986,,2.381680012,2.340670109,1.776939988,2.381230116,2.210119963,2.687190056,,2.825489998,,
Maldives,MDV,,,5.791860104,5.324069977,4.661600113,5.016839981,4.64523983,4.417880058,4.470290184,5.77493,4.117469788,3.506599903,3.76038003,3.800120115,3.470459938,4.366549969,4.099709988,,,,
Middle East & North Africa,MEA,,6.20182991,,,5.371479988,,4.289989948,,4.466135025,,,,,,,,,,,,
Mexico,MEX,3.992439985,4.24104023,4.454959869,5.072579861,4.726709843,4.845689774,4.699920177,4.690509796,4.82006979,5.187940121,5.159220219,5.105649948,5.103099823,4.696050167,5.260620117,5.235239983,4.909490108,4.522819996,,,
Marshall Islands,MHL,,,8.208979607,11.81980038,,,,,,,,,,,,,,,,,
Middle income,MIC,3.607439995,3.688529968,3.396905065,3.645974994,3.486520052,3.860009909,3.866260052,3.646245003,4.097199917,4.390699863,4.484220028,3.898499966,3.867500067,4.074200153,4.491819859,4.490639925,4.026735067,4.357679844,,,
North Macedonia,MKD,,,3.300149918,,,,,,,,,,,,,,,,,,
Mali,MLI,2.971560001,2.658449888,2.896229982,3.805599928,3.859220028,3.52218008,,,3.403559923,3.869040012,3.343889952,3.754230022,3.479490042,3.284650087,3.648070097,3.801500082,3.096090078,3.787309885,,,
Malta,MLT,,,4.146259785,,4.474339962,,,5.981349945,5.570610046,5.170370102,6.454889774,7.796120167,6.522429943,7.876140118,7.204949856,5.216350079,5.207540035,4.824379921,,,
Myanmar,MMR,,,,,,,,,,,,0.787440002,,,,,,2.087680101,1.922889948,1.93208003,
Middle East & North Africa (excluding high income),MNA,,,,,,,,,4.466135025,,,,,,,,,,,,
Montenegro,MNE,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,5.550370216,,7.210780144,,4.325729847,,,4.690130234,,5.144849777,4.645100117,4.60902977,5.19520998,4.940770149,4.714849949,4.176990032,5.18061018,4.088590145,,,
Northern Mariana Islands,MNP,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,,,,,3.345149994,4.019869804,3.883069992,,,,,,5.672160149,6.115330219,,,5.865039825,5.505559921,5.499849796,,
Mauritania,MRT,,2.106839895,2.277149916,2.365010023,1.950799942,,1.958510041,,,,,2.331020117,2.158210039,2.293540001,,,1.944059968,,,1.89546001,
Mauritius,MUS,3.769109964,3.114860058,3.060899973,4.415830135,4.31306982,4.078199863,3.697510004,3.185400009,3.063070059,3.047310114,3.551470041,3.332070112,3.418200016,3.61578989,4.916950226,4.886670113,5.013599873,5.02312994,4.834589958,4.719349861,
Malawi,MWI,5.247970104,4.508979797,,3.215660095,,,,,,,3.539799929,4.152619839,,5.41617012,4.839839935,5.608660221,4.748569965,4.031330109,4.714839935,,
Malaysia,MYS,5.971610069,7.484469891,7.657929897,7.502880096,5.923890114,,4.485760212,4.372539997,3.958519936,5.974180222,4.966450214,5.76293993,5.739029884,5.481200218,5.212639809,4.894869804,4.75191021,4.677569866,4.481259823,4.163189888,
North America,NAC,5.441999912,4.969560146,5.01072979,,,4.782149792,,4.780360222,4.638259888,4.852640152,5.36992979,5.274439812,,4.931049824,4.961740017,,,,,,
Namibia,NAM,6.991390228,7.047440052,6.899199963,6.274879932,,,6.156459808,,6.483980179,,8.349610329,,,,,,,,,,
New Caledonia,NCL,,,,,,,,,,,,,,,,,,,,,
Niger,NER,2.562649965,2.281209946,2.401629925,1.936300039,,,2.563410044,3.03008008,2.741290092,3.356019974,2.744709969,3.102479935,3.209389925,3.714289904,5.127449989,4.494679928,2.990449905,2.581650019,3.547209978,,
Nigeria,NGA,,,,,,,,,,,,,,,,,,,,,
Nicaragua,NIC,3.001600027,,2.391010046,2.422009945,,,,,,,4.484220028,,,,4.083280087,4.078430176,4.081150055,4.357679844,,,
Netherlands,NLD,4.585120201,4.699649811,4.805900097,5.040420055,5.062970161,5.109399796,5.044020176,4.886829853,5.029049873,5.43156004,5.489089966,5.463039875,5.410220146,5.52655983,5.458899975,5.34815979,5.479599953,5.17509985,,,
Norway,NOR,6.467269897,6.830629826,7.437290192,7.416359901,7.298270226,6.865069866,6.382760048,6.534399986,6.285220146,7.10337019,6.746339798,6.454520226,7.374700069,7.485350132,7.695040226,7.569330215,8.030550003,7.911980152,,,
Nepal,NPL,2.975150108,3.708379984,3.152839899,3.11435008,3.171940088,3.364639997,3.605360031,3.517210007,3.805170059,4.663760185,3.631720066,3.842619896,3.76116991,3.474649906,3.993020058,3.703589916,4.440989971,5.518370152,5.102069855,,
Nauru,NRU,,,,,,,,4.246150017,,,,,,,,,,,,,
New Zealand,NZL,,6.560490131,6.406990051,6.437530041,6.512030125,6.278960228,5.95276022,5.915939808,5.506169796,6.280670166,7.001289845,6.93487978,7.150629997,6.699979782,6.344449997,6.337389946,6.433350086,6.283669949,,,
OECD members,OED,4.734180212,4.95980978,5.176385164,5.108510017,4.912179947,4.939139843,4.820549965,4.701375008,4.91711998,5.463055134,5.412489891,5.123330116,5.033370018,5.229740143,5.164770126,5.171045065,5.104730129,5.015610218,,,
Oman,OMN,3.200239897,4.020309925,4.325069904,3.896970034,4.028379917,3.51722002,3.859339952,,,4.187749863,,,,4.97010994,,,,,,,
Other small states,OSS,5.332429886,5.031424999,4.936089993,5.543970108,5.139479876,6.286670208,6.243364811,,5.980679989,6.198935032,5.006520033,4.012239933,3.215800047,3.61578989,4.916950226,,,5.02312994,,,
Pakistan,PAK,1.837820053,,,,1.767590046,2.049720049,2.395509958,2.635270119,2.746229887,2.59078002,2.286870003,2.221750021,2.13628006,2.493439913,2.465929985,2.650019884,3.002919912,2.89951992,,,
Panama,PAN,4.759689808,4.105879784,4.1916399,4.168700218,3.578660011,,,,3.50229001,,,3.159009933,,,,,,,,,
Peru,PER,3.228029966,3.037120104,2.820569992,2.937799931,2.957870007,2.839030027,2.652810097,2.629400015,2.867749929,3.139940023,2.867300034,2.663500071,2.92276001,3.297290087,3.695990086,3.969330072,3.813169956,3.931309938,3.723160028,3.847290039,
Philippines,PHL,3.164400101,2.92463994,2.89222002,2.935179949,2.469830036,2.328069925,2.425790071,2.485179901,2.582829952,2.537770033,,,,,,,,,,,
Palau,PLW,8.02807045,7.715600014,7.529290199,,,,,,,,,,,,,,,,,,
Papua New Guinea,PNG,,,,,,,,,,,,,,,,,,1.964930058,1.930889964,,
Poland,POL,4.993619919,5.329750061,5.3979702,5.332180023,5.35574007,5.426119804,5.205780029,4.868370056,5.040470123,4.98913002,5.068429947,4.820119858,4.811810017,4.940110207,4.909180164,4.812260151,4.639220238,4.559569836,,,
Pre-demographic dividend,PRE,2.578024983,2.658449888,2.679320097,,3.02925992,2.887170076,,,2.67623508,,3.450384974,2.93462491,3.040714979,3.284650087,3.648070097,3.67008996,3.078160048,4.031330109,3.696439981,,
Puerto Rico,PRI,,,,,,,,,,,,,,6.481080055,6.072659969,,,,,,
"Korea, Dem. People's Rep.",PRK,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,5.163849831,5.33713007,5.258719921,5.281529903,5.046380043,5.073949814,4.907670021,4.921470165,4.696090221,5.563149929,5.412489891,5.123330116,4.949409962,5.270969868,5.124000072,4.885540009,,5.015610218,,,
Paraguay,PRY,4.230209827,3.833570004,3.407730103,3.382760048,2.869899988,,,2.739510059,,,2.77293992,3.69727993,3.667540073,,,,3.438339949,,,,
West Bank and Gaza,PSE,,,,,,,,,,,6.725470066,5.702700138,5.132679939,5.302499771,,5.141359806,5.717730045,5.25233984,,,
Pacific island small states,PSS,,,,,,,,,,,,,,,,,,,,,
Post-demographic dividend,PST,4.868400097,4.945409775,5.179230213,5.19501996,5.169159889,5.109399796,4.985310078,4.886829853,4.867990017,5.085820198,5.36992979,5.123330116,4.956580162,5.040480137,5.144385099,5.205920219,5.05725503,5.069930077,,,
French Polynesia,PYF,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,3.725980043,3.200190067,3.846560001,3.373939991,3.462589979,3.971879959,,,4.22755003,3.413150072,4.539659977,4.012239933,3.50744009,4.073840141,3.605350018,,,2.86383009,,2.695349932,
Romania,ROU,2.868629932,3.266289949,3.504129887,3.543970108,3.312730074,3.500390053,4.306509972,4.149539948,4.097199917,4.002130032,3.495379925,3.059429884,2.954099894,3.049380064,3.126420021,3.106760025,2.974109888,3.095390081,,,
Russian Federation,RUS,2.93979001,3.106019974,3.835020065,3.678539991,3.547869921,3.771929979,3.866260052,,4.101749897,,,,3.793100119,3.763829947,4.013879776,3.834029913,3.760440111,4.689909935,,,
Rwanda,RWA,4.09510994,5.666069984,,,,,,3.972330093,3.489890099,,4.615290165,4.367219925,4.403659821,4.721940041,4.179780006,3.632339954,3.419300079,3.110830069,3.073750019,,
South Asia,SAS,2.550115108,,,3.11435008,2.556040049,3.188750029,2.76917994,2.635270119,2.746229887,2.59078002,3.377690077,2.841879964,2.389849901,2.973949909,3.080574989,2.952909946,3.449199915,3.47919488,,,
Saudi Arabia,SAU,5.90982008,7.718870163,7.636889935,7.105090141,6.277470112,5.430920124,5.891170025,,5.13781023,,,,,,,,,,,,
Sudan,SDN,1.012179971,,1.426440001,,1.629899979,1.563070059,1.963019967,,2.201430082,2.218679905,,,,,,,,,,,
Senegal,SEN,2.494119883,2.602489948,2.679320097,2.772109985,3.044879913,4.057730198,3.769680023,,3.986789942,4.870130062,5.182519913,4.878950119,4.733160019,5.672500134,5.720210075,5.45637989,5.113090038,4.624969959,4.833280087,,
Singapore,SGP,3.32130003,3.542490005,3.878530025,3.981940031,3.652760029,3.195960045,2.859119892,2.946749926,2.764600039,3.010129929,3.080440044,3.030770063,3.070859909,2.85435009,,,,,,,
Solomon Islands,SLB,,,,,,,,9.87994957,8.800919533,8.973259926,9.860630035,,,,,,,,,,
Sierra Leone,SLE,4.949369907,3.432719946,3.54527998,3.260610104,3.107130051,2.796979904,,2.558510065,2.413170099,2.778140068,2.588639975,2.668900013,2.872040033,2.379810095,2.662919998,,3.060230017,4.635769844,6.989630222,7.702280045,
El Salvador,SLV,2.838680029,,3.242840052,3.134670019,,3.177850008,3.492980003,3.60984993,4.458109856,4.659500122,4.048069954,3.898499966,3.712470055,3.801490068,3.824160099,3.909879923,3.825239897,3.725229979,3.592420101,,
San Marino,SMR,,,,,,,,,,,2.62883997,2.702960014,,,,,,3.370330095,3.592859983,,
Somalia,SOM,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,,,,,,,,4.209839821,4.441999912,4.483980179,4.327809811,4.238359928,4.164209843,,3.926980019,3.789020061,3.640269995,3.715090036,3.585390091,,
Sub-Saharan Africa (excluding high income),SSA,2.80913496,3.432719946,3.060899973,,3.109630108,3.52218008,3.56625998,,3.285300016,3.61195004,3.539799929,3.217275023,3.448845029,3.327510118,4.035249949,4.148090005,3.257695079,4.031330109,4.303765059,,
South Sudan,SSD,,,,,,,,,,,,0.962890029,,1.024500012,1.232460022,1.465559959,1.543900013,,,,
Sub-Saharan Africa,SSF,2.80913496,3.432719946,3.060899973,,3.109630108,3.52218008,3.56625998,,3.285300016,3.61195004,3.539799929,3.217275023,3.448845029,3.327510118,4.035249949,4.148090005,3.257695079,4.031330109,4.303765059,,
Small states,SST,4.983469963,5.031424999,4.908049822,4.843500137,4.877349854,5.549915075,,,6.191319942,6.198480129,5.473380089,4.491080046,3.418200016,3.844815016,5.142015219,,,5.141875029,,,
Sao Tome and Principe,STP,,,2.720580101,3.246929884,3.234709978,4.856450081,4.271180153,6.286829948,5.554490089,10.67790031,9.651470184,,6.339509964,5.939690113,3.74883008,3.864500046,5.173069954,5.084159851,5.149069786,,
Suriname,SUR,,,,,,,,,,,,,,,,,,,,,
Slovak Republic,SVK,3.864680052,3.93569994,4.245399952,4.209569931,4.101570129,3.759959936,3.707700014,3.523210049,3.521650076,4.006410122,4.084710121,3.929640055,3.8677001,4.076489925,4.221360207,4.599540234,3.911710024,3.939130068,,,
Slovenia,SVN,,5.756830215,5.672860146,5.70333004,5.64425993,5.6040802,5.590660095,5.11661005,5.109519958,5.554969788,5.545460224,5.541259766,5.620230198,5.405729771,5.291699886,4.909530163,4.801780224,4.783239841,,,
Sweden,SWE,6.740149975,6.617640018,6.924349785,6.791429996,6.663109779,6.506400108,6.364290237,6.171589851,6.344550133,6.749710083,6.522689819,6.366919994,7.536970139,7.611209869,7.573729992,7.443900108,7.618619919,7.568830013,,,
Eswatini,SWZ,5.508480072,4.838240147,4.440869808,5.816770077,5.401609898,6.484620094,6.554759979,,6.618120193,6.471350193,6.118370056,6.864329815,,,7.070320129,,,,,,
Sint Maarten (Dutch part),SXM,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,,,5.193329811,5.374929905,,,4.770120144,,,,,3.606440067,2.613929987,3.608129978,4.083680153,,4.421020031,,,,
Syrian Arab Republic,SYR,,4.360489845,5.04693985,6.480840206,5.371479988,,5.346000195,4.871970177,4.59525013,5.130139828,,,,,,,,,,,
Turks and Caicos Islands,TCA,4.718830109,4.843009949,5.069139957,4.728779793,,2.540999889,,,,,,,,,,3.157449961,,,2.914350033,,
Chad,TCD,2.646709919,2.42614007,,,1.592949986,1.694769979,,,,2.311739922,1.981940031,2.2579,2.206150055,2.850709915,,,,2.454819918,,,
East Asia & Pacific (IDA & IBRD countries),TEA,4.208930016,2.69233501,2.89222002,,2.748470068,,,3.078419924,3.508500099,3.861939907,4.076770067,4.60902977,4.865959883,4.532395124,4.001429915,,,,3.165154934,,
Europe & Central Asia (IDA & IBRD countries),TEC,3.343394995,3.384239912,3.343114972,3.61125505,3.380215049,3.642030001,3.866260052,3.965199947,4.162065029,4.322614908,4.242040157,4.150109768,3.905565143,4.319535017,4.818309784,3.811524987,3.861265063,4.004815102,,,
Togo,TGO,3.920900106,3.767040014,3.487449884,3.326090097,3.109630108,3.159780025,3.435009956,3.510629892,3.285300016,3.867880106,4.096350193,4.309299946,4.719200134,4.423649788,4.78455019,5.10860014,4.955580235,4.989759922,5.369569778,,
Thailand,THA,5.25345993,4.81787014,3.864919901,3.725610018,4.030889988,3.93859005,4.05038023,3.603149891,3.508500099,3.861939907,3.508440018,4.805550098,4.536709785,4.1240201,,,,,,,
Tajikistan,TJK,2.328710079,2.376590014,2.775789976,2.420789957,2.772030115,3.512130022,3.40350008,3.413269997,3.459830046,4.098309994,4.006750107,3.935110092,4.018030167,,,5.231389999,,,,,
Turkmenistan,TKM,,,,,,,,,,,,,3.049249887,,,,,,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,3.643519998,3.839125037,3.750370026,3.458904982,3.578660011,,3.669059992,3.627320051,4.458109856,5.187940121,4.507430077,4.410675049,4.643070221,4.941595078,4.995784998,4.937005043,4.618155003,4.535510063,,,
Timor-Leste,TLS,,,,,,,,,8.670590401,12.9034996,11.10764027,10.07569981,7.241869926,5.667150021,7.515470028,8.433259964,8.051939964,7.060490131,6.792950153,,
Middle East & North Africa (IDA & IBRD countries),TMN,,,,,,,,,4.466135025,,,,,,,,,,,,
Tonga,TON,4.940770149,4.532559872,3.792320013,4.16012001,3.908040047,,,,,,,,,,,,,,,,
South Asia (IDA & IBRD),TSA,2.550115108,,,3.11435008,2.556040049,3.188750029,2.76917994,2.635270119,2.746229887,2.59078002,3.377690077,2.841879964,2.389849901,2.973949909,3.080574989,2.952909946,3.449199915,3.47919488,,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,2.80913496,3.432719946,3.060899973,,3.109630108,3.52218008,3.56625998,,3.285300016,3.61195004,3.539799929,3.217275023,3.448845029,3.327510118,4.035249949,4.148090005,3.257695079,4.031330109,4.303765059,,
Trinidad and Tobago,TTO,2.755650043,3.065289974,3.543009996,3.136600018,,,,,,,,,,,,,,,,,
Tunisia,TUN,6.201980114,6.20182991,5.790030003,6.816730022,6.720779896,6.451570034,6.43859005,6.465519905,6.272190094,6.528480053,6.254809856,,6.250370026,,,6.596010208,,,,,
Turkey,TUR,2.529079914,2.654340029,2.748939991,2.876630068,3.020200014,,2.750629902,,,,,,,,,,,,,,
Tuvalu,TUV,,,,,,,,,,,,,,,,,,,,,
Tanzania,TZA,,,,,3.561229944,3.546250105,3.009919882,4.033420086,4.185910225,3.960760117,4.541699886,,,,3.384880066,,,4.430510044,3.696439981,,
Uganda,UGA,2.461669922,,,,4.952370167,,,,,,1.741510034,2.317689896,1.812160015,1.886430025,1.93035996,2.340490103,2.155359983,2.272049904,2.130520105,,
Ukraine,UKR,4.166230202,4.685060024,5.438630104,5.607860088,5.313509941,6.06441021,6.214799881,6.157209873,6.436210155,7.318019867,,6.162370205,6.692329884,6.671659946,5.874939919,,5.00977993,5.412260056,,,
Upper middle income,UMC,3.901460052,3.771124959,3.627249956,3.862030029,3.563264966,3.979789972,3.916719913,4.083010197,4.097199917,4.426460028,4.507430077,3.967819929,3.793100119,4.074200153,,,3.962090015,4.522819996,,,
Uruguay,URY,2.422549963,2.800960064,2.32220006,2.068209887,2.499540091,2.714750051,2.880259991,,,,,4.355269909,,,,,4.75909996,4.840300083,5.047589779,,
United States,USA,,,,,,,,,,,,,,4.931049824,4.961740017,,,,,,
Uzbekistan,UZB,,,,,,,,,,,,,,6.090010166,6.025269985,5.786379814,5.667729855,5.281340122,,,
St. Vincent and the Grenadines,VCT,7.913809776,,7.801990032,8.637829781,,6.350810051,,5.671030045,,5.689780235,5.085229874,,,,,,5.733399868,5.73195982,5.693779945,,
"Venezuela, RB",VEN,,,,,,,3.669059992,3.627320051,,6.874680042,,,,,,,,,,,
British Virgin Islands,VGB,,2.904769897,,,,3.046329975,3.57675004,3.151900053,,3.476289988,3.816999912,,,,,5.134789944,,2.358989954,2.465990067,,
Virgin Islands (U.S.),VIR,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,,,,,,,,,4.886740208,4.816500187,5.137219906,4.813720226,5.533289909,5.65199995,,,4.344810009,,4.167449951,,
Vanuatu,VUT,7.003630161,8.95114994,8.131750107,8.441729546,,,,,5.783030033,5.012949944,,,,,4.910830021,5.390810013,,4.533530235,,,
World,WLD,3.864680052,4.020309925,3.972559929,4.067439914,3.994359851,4.056509972,4.001780033,4.10503006,4.341259956,4.663760185,4.539659977,4.272140026,4.207535028,4.529429913,4.629459858,4.62432003,4.459100008,4.52916503,,,
Samoa,WSM,3.582930088,3.826289892,3.841389894,,,,,,5.144209862,,,,,,,,4.162220001,,,,
Kosovo,XKX,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",YEM,9.64552021,9.237660408,,,,,,,5.15143013,,,,,,,,,,,,
South Africa,ZAF,5.443580151,5.159480095,5.066219807,4.864850044,5.068910122,5.063199997,5.072569847,4.974140167,4.866000175,5.248690128,5.721739769,,,,,5.956190109,5.942850113,6.113059998,6.158989906,6.505050182,
Zambia,ZMB,1.788190007,,,,2.463429928,1.735530019,,1.240759969,1.099720001,,,,,,,4.62432003,3.747920036,3.729650021,4.618090153,,
Zimbabwe,ZWE,,,,,,,,,,,1.544059992,,6.07020998,5.995979786,6.13835001,,,5.818779945,5.871349812,,
